local,visitante,BP_LOCAL,BP_VISITA,peso_anio,peso_nivel,peso_fase,peso_ronda,LocalSuma,VisitaSuma
ITALIANO DE JOSE C PAZ,ALTE. BROWN,700.0,300.0,0.25,1.0,1,2,350.0,150.0
C.A.S.A PADUA B,Club GEI BLANCO,700.0,0.0,0.25,1.0,1,2,350.0,0.0
ARGENTINO DE CASTELAR CENTRO,MORON B,700.0,300.0,0.25,1.0,1,2,350.0,150.0
RAMOS MEJIA LTC B,DEP. MORON BLANCO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
RAMOS MEJIA LTC B,ITALIANO DE JOSE C PAZ,700.0,300.0,0.25,1.0,1,2,350.0,150.0
ARGENTINO DE CASTELAR CENTRO,DEP. MORON BLANCO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
C.A.S.A PADUA B,MORON B,700.0,300.0,0.25,1.0,1,2,350.0,150.0
ALTE. BROWN,Club GEI BLANCO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
ITALIANO DE JOSE C PAZ,Club GEI BLANCO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
MORON B,ALTE. BROWN,350.0,650.0,0.25,1.0,1,2,175.0,325.0
DEP. MORON BLANCO,C.A.S.A PADUA B,700.0,300.0,0.25,1.0,1,2,350.0,150.0
RAMOS MEJIA LTC B,ARGENTINO DE CASTELAR CENTRO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
ARGENTINO DE CASTELAR CENTRO,ITALIANO DE JOSE C PAZ,750.0,250.0,0.25,1.0,1,2,375.0,125.0
C.A.S.A PADUA B,RAMOS MEJIA LTC B,700.0,0.0,0.25,1.0,1,2,350.0,0.0
ALTE. BROWN,DEP. MORON BLANCO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
Club GEI BLANCO,MORON B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ITALIANO DE JOSE C PAZ,MORON B,650.0,350.0,0.25,1.0,1,2,325.0,175.0
DEP. MORON BLANCO,Club GEI BLANCO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
RAMOS MEJIA LTC B,ALTE. BROWN,650.0,350.0,0.25,1.0,1,2,325.0,175.0
ARGENTINO DE CASTELAR CENTRO,C.A.S.A PADUA B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
C.A.S.A PADUA B,ITALIANO DE JOSE C PAZ,650.0,350.0,0.25,1.0,1,2,325.0,175.0
ALTE. BROWN,ARGENTINO DE CASTELAR CENTRO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
Club GEI BLANCO,RAMOS MEJIA LTC B,300.0,700.0,0.25,1.0,1,2,150.0,350.0
MORON B,DEP. MORON BLANCO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
DEP. MORON BLANCO,ITALIANO DE JOSE C PAZ,750.0,250.0,0.25,1.0,1,2,375.0,125.0
RAMOS MEJIA LTC B,MORON B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ARGENTINO DE CASTELAR CENTRO,Club GEI BLANCO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
C.A.S.A PADUA B,ALTE. BROWN,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ALTE. BROWN,ITALIANO DE JOSE C PAZ,350.0,650.0,0.25,1.0,1,2,175.0,325.0
Club GEI BLANCO,C.A.S.A PADUA B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
MORON B,ARGENTINO DE CASTELAR CENTRO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
DEP. MORON BLANCO,RAMOS MEJIA LTC B,700.0,0.0,0.25,1.0,1,2,350.0,0.0
EL PALOMAR,DEFENSORES DE SANTOS LUGARES,300.0,700.0,0.25,1.0,1,2,150.0,350.0
CEDEM,ALTUBE,700.0,300.0,0.25,1.0,1,2,350.0,150.0
CENTRO ESPAÑOL,SITAS,350.0,650.0,0.25,1.0,1,2,175.0,325.0
CENTRO ESPAÑOL,HURACAN DE SAN JUSTO BLANCO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
SITAS,CEDEM,650.0,350.0,0.25,1.0,1,2,325.0,175.0
EL PALOMAR,ALTUBE,700.0,300.0,0.25,1.0,1,2,350.0,150.0
HURACAN DE SAN JUSTO BLANCO,DEFENSORES DE SANTOS LUGARES,650.0,350.0,0.25,1.0,1,2,325.0,175.0
EL PALOMAR,SITAS,350.0,650.0,0.25,1.0,1,2,175.0,325.0
CEDEM,CENTRO ESPAÑOL,350.0,650.0,0.25,1.0,1,2,175.0,325.0
CEDEM,HURACAN DE SAN JUSTO BLANCO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
CENTRO ESPAÑOL,EL PALOMAR,700.0,0.0,0.25,1.0,1,2,350.0,0.0
ALTUBE,DEFENSORES DE SANTOS LUGARES,250.0,750.0,0.25,1.0,1,2,125.0,375.0
HURACAN DE SAN JUSTO BLANCO,ALTUBE,750.0,250.0,0.25,1.0,1,2,375.0,125.0
DEFENSORES DE SANTOS LUGARES,SITAS,650.0,350.0,0.25,1.0,1,2,325.0,175.0
EL PALOMAR,CEDEM,0.0,700.0,0.25,1.0,1,2,0.0,350.0
EL PALOMAR,HURACAN DE SAN JUSTO BLANCO,0.0,700.0,0.25,1.0,1,2,0.0,350.0
CENTRO ESPAÑOL,DEFENSORES DE SANTOS LUGARES,650.0,350.0,0.25,1.0,1,2,325.0,175.0
SITAS,ALTUBE,750.0,250.0,0.25,1.0,1,2,375.0,125.0
HURACAN DE SAN JUSTO BLANCO,SITAS,700.0,300.0,0.25,1.0,1,2,350.0,150.0
ALTUBE,CENTRO ESPAÑOL,350.0,650.0,0.25,1.0,1,2,175.0,325.0
DEFENSORES DE SANTOS LUGARES,CEDEM,700.0,300.0,0.25,1.0,1,2,350.0,150.0
DEFENSORES DE SANTOS LUGARES,EL PALOMAR,700.0,0.0,0.25,1.0,1,2,350.0,0.0
ALTUBE,CEDEM,350.0,650.0,0.25,1.0,1,2,175.0,325.0
SITAS,CENTRO ESPAÑOL,0.0,700.0,0.25,1.0,1,2,0.0,350.0
HURACAN DE SAN JUSTO BLANCO,CENTRO ESPAÑOL,700.0,300.0,0.25,1.0,1,2,350.0,150.0
CEDEM,SITAS,700.0,300.0,0.25,1.0,1,2,350.0,150.0
EL PALOMAR,ALTUBE,300.0,700.0,0.25,1.0,1,2,150.0,350.0
DEFENSORES DE SANTOS LUGARES,HURACAN DE SAN JUSTO BLANCO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
SITAS,EL PALOMAR,700.0,0.0,0.25,1.0,1,2,350.0,0.0
CENTRO ESPAÑOL,CEDEM,700.0,300.0,0.25,1.0,1,2,350.0,150.0
HURACAN DE SAN JUSTO BLANCO,CEDEM,750.0,250.0,0.25,1.0,1,2,375.0,125.0
EL PALOMAR,CENTRO ESPAÑOL,0.0,700.0,0.25,1.0,1,2,0.0,350.0
DEFENSORES DE SANTOS LUGARES,ALTUBE,700.0,300.0,0.25,1.0,1,2,350.0,150.0
ALTUBE,HURACAN DE SAN JUSTO BLANCO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
SITAS,DEFENSORES DE SANTOS LUGARES,700.0,300.0,0.25,1.0,1,2,350.0,150.0
CEDEM,EL PALOMAR,700.0,0.0,0.25,1.0,1,2,350.0,0.0
HURACAN DE SAN JUSTO BLANCO,EL PALOMAR,700.0,0.0,0.25,1.0,1,2,350.0,0.0
DEFENSORES DE SANTOS LUGARES,CENTRO ESPAÑOL,350.0,650.0,0.25,1.0,1,2,175.0,325.0
ALTUBE,SITAS,350.0,650.0,0.25,1.0,1,2,175.0,325.0
SITAS,HURACAN DE SAN JUSTO BLANCO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
CENTRO ESPAÑOL,ALTUBE,750.0,250.0,0.25,1.0,1,2,375.0,125.0
CEDEM,DEFENSORES DE SANTOS LUGARES,350.0,650.0,0.25,1.0,1,2,175.0,325.0
PLATENSE BLANCO,COOPERATIVA TORTUGUITAS,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CLUB TRES DE FEBRERO AZUL,CIRCULO URQUIZA AZUL,350.0,650.0,0.25,1.0,1,2,175.0,325.0
BANADE,NAUTICO HACOAJ AZUL,700.0,300.0,0.25,1.0,1,2,350.0,150.0
BANCO PROVINCIA,TELEFONOS,650.0,350.0,0.25,1.0,1,2,325.0,175.0
BANCO PROVINCIA,PLATENSE BLANCO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
TELEFONOS,BANADE,350.0,650.0,0.25,1.0,1,2,175.0,325.0
NAUTICO HACOAJ AZUL,CLUB TRES DE FEBRERO AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
CIRCULO URQUIZA AZUL,COOPERATIVA TORTUGUITAS,300.0,700.0,0.25,1.0,1,2,150.0,350.0
PLATENSE BLANCO,CIRCULO URQUIZA AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
COOPERATIVA TORTUGUITAS,NAUTICO HACOAJ AZUL,350.0,650.0,0.25,1.0,1,2,175.0,325.0
CLUB TRES DE FEBRERO AZUL,TELEFONOS,250.0,750.0,0.25,1.0,1,2,125.0,375.0
BANADE,BANCO PROVINCIA,350.0,650.0,0.25,1.0,1,2,175.0,325.0
BANADE,PLATENSE BLANCO,350.0,650.0,0.25,1.0,1,2,175.0,325.0
BANCO PROVINCIA,CLUB TRES DE FEBRERO AZUL,700.0,0.0,0.25,1.0,1,2,350.0,0.0
TELEFONOS,COOPERATIVA TORTUGUITAS,650.0,350.0,0.25,1.0,1,2,325.0,175.0
NAUTICO HACOAJ AZUL,CIRCULO URQUIZA AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
PLATENSE BLANCO,NAUTICO HACOAJ AZUL,650.0,350.0,0.25,1.0,1,2,325.0,175.0
CIRCULO URQUIZA AZUL,TELEFONOS,250.0,750.0,0.25,1.0,1,2,125.0,375.0
COOPERATIVA TORTUGUITAS,BANCO PROVINCIA,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CLUB TRES DE FEBRERO AZUL,BANADE,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CLUB TRES DE FEBRERO AZUL,PLATENSE BLANCO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
BANADE,COOPERATIVA TORTUGUITAS,750.0,250.0,0.25,1.0,1,2,375.0,125.0
BANCO PROVINCIA,CIRCULO URQUIZA AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
TELEFONOS,NAUTICO HACOAJ AZUL,650.0,350.0,0.25,1.0,1,2,325.0,175.0
PLATENSE BLANCO,TELEFONOS,350.0,650.0,0.25,1.0,1,2,175.0,325.0
NAUTICO HACOAJ AZUL,BANCO PROVINCIA,300.0,700.0,0.25,1.0,1,2,150.0,350.0
CIRCULO URQUIZA AZUL,BANADE,250.0,750.0,0.25,1.0,1,2,125.0,375.0
COOPERATIVA TORTUGUITAS,CLUB TRES DE FEBRERO AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
COOPERATIVA TORTUGUITAS,PLATENSE BLANCO,700.0,0.0,0.25,1.0,1,2,350.0,0.0
CIRCULO URQUIZA AZUL,CLUB TRES DE FEBRERO AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
NAUTICO HACOAJ AZUL,BANADE,250.0,750.0,0.25,1.0,1,2,125.0,375.0
TELEFONOS,BANCO PROVINCIA,700.0,300.0,0.25,1.0,1,2,350.0,150.0
PLATENSE BLANCO,BANCO PROVINCIA,350.0,650.0,0.25,1.0,1,2,175.0,325.0
BANADE,TELEFONOS,700.0,300.0,0.25,1.0,1,2,350.0,150.0
CLUB TRES DE FEBRERO AZUL,NAUTICO HACOAJ AZUL,0.0,700.0,0.25,1.0,1,2,0.0,350.0
COOPERATIVA TORTUGUITAS,CIRCULO URQUIZA AZUL,700.0,300.0,0.25,1.0,1,2,350.0,150.0
CIRCULO URQUIZA AZUL,PLATENSE BLANCO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
NAUTICO HACOAJ AZUL,COOPERATIVA TORTUGUITAS,750.0,250.0,0.25,1.0,1,2,375.0,125.0
TELEFONOS,CLUB TRES DE FEBRERO AZUL,700.0,0.0,0.25,1.0,1,2,350.0,0.0
BANCO PROVINCIA,BANADE,300.0,700.0,0.25,1.0,1,2,150.0,350.0
PLATENSE BLANCO,BANADE,300.0,700.0,0.25,1.0,1,2,150.0,350.0
CLUB TRES DE FEBRERO AZUL,BANCO PROVINCIA,0.0,700.0,0.25,1.0,1,2,0.0,350.0
CIRCULO URQUIZA AZUL,NAUTICO HACOAJ AZUL,300.0,700.0,0.25,1.0,1,2,150.0,350.0
NAUTICO HACOAJ AZUL,PLATENSE BLANCO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
TELEFONOS,CIRCULO URQUIZA AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
BANCO PROVINCIA,COOPERATIVA TORTUGUITAS,750.0,250.0,0.25,1.0,1,2,375.0,125.0
BANADE,CLUB TRES DE FEBRERO AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
PLATENSE BLANCO,CLUB TRES DE FEBRERO AZUL,750.0,250.0,0.25,1.0,1,2,375.0,125.0
COOPERATIVA TORTUGUITAS,BANADE,300.0,700.0,0.25,1.0,1,2,150.0,350.0
CIRCULO URQUIZA AZUL,BANCO PROVINCIA,250.0,750.0,0.25,1.0,1,2,125.0,375.0
NAUTICO HACOAJ AZUL,TELEFONOS,250.0,750.0,0.25,1.0,1,2,125.0,375.0
BANCO PROVINCIA,NAUTICO HACOAJ AZUL,700.0,300.0,0.25,1.0,1,2,350.0,150.0
BANADE,CIRCULO URQUIZA AZUL,700.0,0.0,0.25,1.0,1,2,350.0,0.0
CLUB TRES DE FEBRERO AZUL,COOPERATIVA TORTUGUITAS,250.0,750.0,0.25,1.0,1,2,125.0,375.0
PINOCHO VERDE,JOSE HERNANDEZ B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
YUPANQUI,FERROCARRIL OESTE B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
INSTITUCION SARMIENTO BLANCO,SAN LORENZO ROJO,700.0,300.0,0.25,1.0,1,2,350.0,150.0
INSTITUCION SARMIENTO BLANCO,PINOCHO VERDE,750.0,250.0,0.25,1.0,1,2,375.0,125.0
17 DE AGOSTO,YUPANQUI,700.0,300.0,0.25,1.0,1,2,350.0,150.0
FERROCARRIL OESTE B,JOSE HERNANDEZ B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
PINOCHO VERDE,FERROCARRIL OESTE B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
17 DE AGOSTO,JOSE HERNANDEZ B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
YUPANQUI,SAN LORENZO ROJO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
INSTITUCION SARMIENTO BLANCO,YUPANQUI,650.0,350.0,0.25,1.0,1,2,325.0,175.0
SAN LORENZO ROJO,JOSE HERNANDEZ B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
17 DE AGOSTO,FERROCARRIL OESTE B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
PINOCHO VERDE,17 DE AGOSTO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
FERROCARRIL OESTE B,SAN LORENZO ROJO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
JOSE HERNANDEZ B,INSTITUCION SARMIENTO BLANCO,350.0,650.0,0.25,1.0,1,2,175.0,325.0
YUPANQUI,PINOCHO VERDE,350.0,650.0,0.25,1.0,1,2,175.0,325.0
INSTITUCION SARMIENTO BLANCO,FERROCARRIL OESTE B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
SAN LORENZO ROJO,17 DE AGOSTO,350.0,650.0,0.25,1.0,1,2,175.0,325.0
PINOCHO VERDE,SAN LORENZO ROJO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
17 DE AGOSTO,INSTITUCION SARMIENTO BLANCO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
JOSE HERNANDEZ B,YUPANQUI,650.0,350.0,0.25,1.0,1,2,325.0,175.0
JOSE HERNANDEZ B,PINOCHO VERDE,250.0,750.0,0.25,1.0,1,2,125.0,375.0
FERROCARRIL OESTE B,YUPANQUI,700.0,0.0,0.25,1.0,1,2,350.0,0.0
SAN LORENZO ROJO,INSTITUCION SARMIENTO BLANCO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
PINOCHO VERDE,INSTITUCION SARMIENTO BLANCO,350.0,650.0,0.25,1.0,1,2,175.0,325.0
YUPANQUI,17 DE AGOSTO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
JOSE HERNANDEZ B,FERROCARRIL OESTE B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
FERROCARRIL OESTE B,PINOCHO VERDE,750.0,250.0,0.25,1.0,1,2,375.0,125.0
JOSE HERNANDEZ B,17 DE AGOSTO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
SAN LORENZO ROJO,YUPANQUI,750.0,250.0,0.25,1.0,1,2,375.0,125.0
YUPANQUI,INSTITUCION SARMIENTO BLANCO,700.0,300.0,0.25,1.0,1,2,350.0,150.0
JOSE HERNANDEZ B,SAN LORENZO ROJO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
FERROCARRIL OESTE B,17 DE AGOSTO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
17 DE AGOSTO,PINOCHO VERDE,750.0,250.0,0.25,1.0,1,2,375.0,125.0
SAN LORENZO ROJO,FERROCARRIL OESTE B,350.0,650.0,0.25,1.0,1,2,175.0,325.0
INSTITUCION SARMIENTO BLANCO,JOSE HERNANDEZ B,650.0,350.0,0.25,1.0,1,2,325.0,175.0
PINOCHO VERDE,YUPANQUI,650.0,350.0,0.25,1.0,1,2,325.0,175.0
FERROCARRIL OESTE B,INSTITUCION SARMIENTO BLANCO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
17 DE AGOSTO,SAN LORENZO ROJO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
SAN LORENZO ROJO,PINOCHO VERDE,700.0,300.0,0.25,1.0,1,2,350.0,150.0
INSTITUCION SARMIENTO BLANCO,17 DE AGOSTO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
YUPANQUI,JOSE HERNANDEZ B,650.0,350.0,0.25,1.0,1,2,325.0,175.0
PEDRO ECHAGUE AMARILLO,ITALIANO B,700.0,300.0,0.25,1.0,1,2,350.0,150.0
ARMENIA,ARGENTINOS JUNIORS,700.0,0.0,0.25,1.0,1,2,350.0,0.0
DEPORTIVO CROVARA B,NUEVA CHICAGO,0.0,0.0,0.25,1.0,1,2,0.0,0.0
EL TALAR,CIUDAD DE BUENOS AIRES B,650.0,350.0,0.25,1.0,1,2,325.0,175.0
EL TALAR,PEDRO ECHAGUE AMARILLO,350.0,650.0,0.25,1.0,1,2,175.0,325.0
CIUDAD DE BUENOS AIRES B,DEPORTIVO CROVARA B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
NUEVA CHICAGO,ARMENIA,250.0,750.0,0.25,1.0,1,2,125.0,375.0
ARGENTINOS JUNIORS,ITALIANO B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
PEDRO ECHAGUE AMARILLO,ARGENTINOS JUNIORS,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ITALIANO B,NUEVA CHICAGO,700.0,300.0,0.25,1.0,1,2,350.0,150.0
ARMENIA,CIUDAD DE BUENOS AIRES B,700.0,300.0,0.25,1.0,1,2,350.0,150.0
DEPORTIVO CROVARA B,EL TALAR,350.0,650.0,0.25,1.0,1,2,175.0,325.0
DEPORTIVO CROVARA B,PEDRO ECHAGUE AMARILLO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
EL TALAR,ARMENIA,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CIUDAD DE BUENOS AIRES B,ITALIANO B,700.0,300.0,0.25,1.0,1,2,350.0,150.0
NUEVA CHICAGO,ARGENTINOS JUNIORS,0.0,700.0,0.25,1.0,1,2,0.0,350.0
PEDRO ECHAGUE AMARILLO,NUEVA CHICAGO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ARGENTINOS JUNIORS,CIUDAD DE BUENOS AIRES B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
ITALIANO B,EL TALAR,300.0,700.0,0.25,1.0,1,2,150.0,350.0
ARMENIA,DEPORTIVO CROVARA B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ARMENIA,PEDRO ECHAGUE AMARILLO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
DEPORTIVO CROVARA B,ITALIANO B,350.0,650.0,0.25,1.0,1,2,175.0,325.0
EL TALAR,ARGENTINOS JUNIORS,750.0,250.0,0.25,1.0,1,2,375.0,125.0
CIUDAD DE BUENOS AIRES B,NUEVA CHICAGO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
PEDRO ECHAGUE AMARILLO,CIUDAD DE BUENOS AIRES B,650.0,350.0,0.25,1.0,1,2,325.0,175.0
NUEVA CHICAGO,EL TALAR,250.0,750.0,0.25,1.0,1,2,125.0,375.0
ARGENTINOS JUNIORS,DEPORTIVO CROVARA B,0.0,700.0,0.25,1.0,1,2,0.0,350.0
ITALIANO B,ARMENIA,300.0,700.0,0.25,1.0,1,2,150.0,350.0
ITALIANO B,PEDRO ECHAGUE AMARILLO,300.0,700.0,0.25,1.0,1,2,150.0,350.0
ARGENTINOS JUNIORS,ARMENIA,250.0,750.0,0.25,1.0,1,2,125.0,375.0
NUEVA CHICAGO,DEPORTIVO CROVARA B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CIUDAD DE BUENOS AIRES B,EL TALAR,300.0,700.0,0.25,1.0,1,2,150.0,350.0
PEDRO ECHAGUE AMARILLO,EL TALAR,700.0,300.0,0.25,1.0,1,2,350.0,150.0
DEPORTIVO CROVARA B,CIUDAD DE BUENOS AIRES B,250.0,750.0,0.25,1.0,1,2,125.0,375.0
ARMENIA,NUEVA CHICAGO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ITALIANO B,ARGENTINOS JUNIORS,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ARGENTINOS JUNIORS,PEDRO ECHAGUE AMARILLO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
NUEVA CHICAGO,ITALIANO B,650.0,350.0,0.25,1.0,1,2,325.0,175.0
CIUDAD DE BUENOS AIRES B,ARMENIA,250.0,750.0,0.25,1.0,1,2,125.0,375.0
EL TALAR,DEPORTIVO CROVARA B,700.0,300.0,0.25,1.0,1,2,350.0,150.0
PEDRO ECHAGUE AMARILLO,DEPORTIVO CROVARA B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ARMENIA,EL TALAR,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ITALIANO B,CIUDAD DE BUENOS AIRES B,350.0,650.0,0.25,1.0,1,2,175.0,325.0
ARGENTINOS JUNIORS,NUEVA CHICAGO,700.0,300.0,0.25,1.0,1,2,350.0,150.0
NUEVA CHICAGO,PEDRO ECHAGUE AMARILLO,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CIUDAD DE BUENOS AIRES B,ARGENTINOS JUNIORS,750.0,250.0,0.25,1.0,1,2,375.0,125.0
EL TALAR,ITALIANO B,650.0,350.0,0.25,1.0,1,2,325.0,175.0
DEPORTIVO CROVARA B,ARMENIA,250.0,750.0,0.25,1.0,1,2,125.0,375.0
PEDRO ECHAGUE AMARILLO,ARMENIA,650.0,350.0,0.25,1.0,1,2,325.0,175.0
ITALIANO B,DEPORTIVO CROVARA B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ARGENTINOS JUNIORS,EL TALAR,250.0,750.0,0.25,1.0,1,2,125.0,375.0
NUEVA CHICAGO,CIUDAD DE BUENOS AIRES B,300.0,700.0,0.25,1.0,1,2,150.0,350.0
EL TALAR,NUEVA CHICAGO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
DEPORTIVO CROVARA B,ARGENTINOS JUNIORS,750.0,250.0,0.25,1.0,1,2,375.0,125.0
ARMENIA,ITALIANO B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
FLORIDA CLUB,HEBRAICA,0.0,700.0,0.25,1.0,1,2,0.0,350.0
CAZA Y PESCA B,LAS HERAS B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
NAUTICO BUCHARDO A,SAN FERNANDO BLANCO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
UNIVERSIDAD DE BUENOS AIRES,CLUB 12 DE OCTUBRE,750.0,250.0,0.25,1.0,1,2,375.0,125.0
UNIVERSIDAD DE BUENOS AIRES,FLORIDA CLUB,700.0,300.0,0.25,1.0,1,2,350.0,150.0
CLUB 12 DE OCTUBRE,NAUTICO BUCHARDO A,250.0,750.0,0.25,1.0,1,2,125.0,375.0
SAN FERNANDO BLANCO,CAZA Y PESCA B,0.0,700.0,0.25,1.0,1,2,0.0,350.0
LAS HERAS B,HEBRAICA,0.0,700.0,0.25,1.0,1,2,0.0,350.0
FLORIDA CLUB,LAS HERAS B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
HEBRAICA,SAN FERNANDO BLANCO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
CAZA Y PESCA B,CLUB 12 DE OCTUBRE,700.0,0.0,0.25,1.0,1,2,350.0,0.0
NAUTICO BUCHARDO A,UNIVERSIDAD DE BUENOS AIRES,700.0,300.0,0.25,1.0,1,2,350.0,150.0
NAUTICO BUCHARDO A,FLORIDA CLUB,650.0,350.0,0.25,1.0,1,2,325.0,175.0
UNIVERSIDAD DE BUENOS AIRES,CAZA Y PESCA B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
CLUB 12 DE OCTUBRE,HEBRAICA,700.0,300.0,0.25,1.0,1,2,350.0,150.0
SAN FERNANDO BLANCO,LAS HERAS B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
FLORIDA CLUB,SAN FERNANDO BLANCO,750.0,250.0,0.25,1.0,1,2,375.0,125.0
LAS HERAS B,CLUB 12 DE OCTUBRE,250.0,750.0,0.25,1.0,1,2,125.0,375.0
HEBRAICA,UNIVERSIDAD DE BUENOS AIRES,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CAZA Y PESCA B,NAUTICO BUCHARDO A,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CAZA Y PESCA B,FLORIDA CLUB,300.0,700.0,0.25,1.0,1,2,150.0,350.0
NAUTICO BUCHARDO A,HEBRAICA,750.0,250.0,0.25,1.0,1,2,375.0,125.0
UNIVERSIDAD DE BUENOS AIRES,LAS HERAS B,750.0,250.0,0.25,1.0,1,2,375.0,125.0
CLUB 12 DE OCTUBRE,SAN FERNANDO BLANCO,650.0,350.0,0.25,1.0,1,2,325.0,175.0
FLORIDA CLUB,CLUB 12 DE OCTUBRE,750.0,250.0,0.25,1.0,1,2,375.0,125.0
SAN FERNANDO BLANCO,UNIVERSIDAD DE BUENOS AIRES,250.0,750.0,0.25,1.0,1,2,125.0,375.0
LAS HERAS B,NAUTICO BUCHARDO A,250.0,750.0,0.25,1.0,1,2,125.0,375.0
HEBRAICA,CAZA Y PESCA B,350.0,650.0,0.25,1.0,1,2,175.0,325.0
HEBRAICA,FLORIDA CLUB,350.0,650.0,0.25,1.0,1,2,175.0,325.0
LAS HERAS B,CAZA Y PESCA B,350.0,650.0,0.25,1.0,1,2,175.0,325.0
SAN FERNANDO BLANCO,NAUTICO BUCHARDO A,250.0,750.0,0.25,1.0,1,2,125.0,375.0
CLUB 12 DE OCTUBRE,UNIVERSIDAD DE BUENOS AIRES,250.0,750.0,0.25,1.0,1,2,125.0,375.0
FLORIDA CLUB,UNIVERSIDAD DE BUENOS AIRES,250.0,750.0,0.25,1.0,1,2,125.0,375.0
